都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,住所,方書,緯度,経度,設置者,電話番号,内線番号,SSID,提供エリア,URL,備考,最終確認日
130001,121,東京都,,公衆電話（新宿区霞ヶ丘町4-1）,,,東京都新宿区霞ヶ丘町4-1,,35.674402,139.715647,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,122,東京都,,公衆電話（新宿区四谷1-0）,,,東京都新宿区四谷1-0,,35.684974,139.729517,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,123,東京都,,公衆電話（新宿区市谷田町1-1）,,,東京都新宿区市谷田町1-1,,35.692098,139.735383,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,124,東京都,,公衆電話（新宿区新宿1-33-13）No.1,,,東京都新宿区新宿1-33-13,,35.691277,139.711803,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,125,東京都,,公衆電話（新宿区新宿1-33-13）No.2,,,東京都新宿区新宿1-33-13,,35.690844,139.71243,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,126,東京都,,公衆電話（新宿区新宿2-17）,,,東京都新宿区新宿2-17,,35.691237,139.708681,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,127,東京都,,公衆電話（新宿区新宿3-12-7）,,,東京都新宿区新宿3-12-7,,35.692159,139.706307,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,128,東京都,,公衆電話（新宿区新宿3-20-6）,,,東京都新宿区新宿3-20-6,,35.693004,139.703086,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,129,東京都,,公衆電話（新宿区新宿3-21-6）,,,東京都新宿区新宿3-21-6,,35.693183,139.702489,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,130,東京都,,公衆電話（新宿区新宿3-23-1）,,,東京都新宿区新宿3-23-1,,35.693461,139.7011936,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,131,東京都,,公衆電話（新宿区新宿3-23-7）,,,東京都新宿区新宿3-23-7,,35.693475,139.700587,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,132,東京都,,公衆電話（新宿区新宿3-26-5）,,,東京都新宿区新宿3-26-5,,35.691492,139.701651,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,133,東京都,,公衆電話（新宿区新宿3-26-6）,,,東京都新宿区新宿3-26-6,,35.691493,139.701652,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,134,東京都,,公衆電話（新宿区新宿3-27-39）,,,東京都新宿区新宿3-27-39,,35.690816,139.70184,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,135,東京都,,公衆電話（新宿区新宿3-27-4）,,,東京都新宿区新宿3-27-4,,35.69089,139.7017461,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,136,東京都,,公衆電話（新宿区新宿3-31-2）,,,東京都新宿区新宿3-31-2,,35.690455,139.7039992,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,137,東京都,,公衆電話（新宿区新宿3-31-6）,,,東京都新宿区新宿3-31-6,,35.690668,139.7034574,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,138,東京都,,公衆電話（新宿区新宿3-34-9）,,,東京都新宿区新宿3-34-9,,35.690651,139.7026205,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,139,東京都,,公衆電話（新宿区新宿5-16-3）,,,東京都新宿区新宿5-16-3,,35.69248,139.706274,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,140,東京都,,公衆電話（新宿区新宿5-17-13）,,,東京都新宿区新宿5-17-13,,35.692833,139.70497,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,141,東京都,,公衆電話（新宿区新宿5-3-1）,,,東京都新宿区新宿5-3-1,,35.691557,139.71123,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,142,東京都,,公衆電話（新宿区新宿5-7-20）,,,東京都新宿区新宿5-7-20,,35.693105,139.710121,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,143,東京都,,公衆電話（新宿区新宿6-28-1）,,,東京都新宿区新宿6-28-1,,35.695134,139.707064,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,144,東京都,,公衆電話（新宿区西新宿1-20-2）,,,東京都新宿区西新宿1-20-2,,35.687544,139.695958,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,145,東京都,,公衆電話（新宿区西新宿1-23）,,,東京都新宿区西新宿1-23,,35.689509,139.6952873,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,146,東京都,,公衆電話（新宿区西新宿1-25-1）No.1,,,東京都新宿区西新宿1-25-1,,35.691253,139.696022,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,147,東京都,,公衆電話（新宿区西新宿1-5）No.1,,,東京都新宿区西新宿1-5,,35.692344,139.69847,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,148,東京都,,公衆電話（新宿区西新宿1-5）No.2,,,東京都新宿区西新宿1-5,,35.692832,139.697804,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,149,東京都,,公衆電話（新宿区西新宿2-1-1）,,,東京都新宿区西新宿2-1-1,,35.691025,139.694448,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,150,東京都,,公衆電話（新宿区西新宿2-2）,,,東京都新宿区西新宿2-2,,35.690375,139.693318,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,151,東京都,,公衆電話（新宿区西新宿2-6-1）,,,東京都新宿区西新宿2-6-1,,35.69091,139.693572,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,152,東京都,,公衆電話（新宿区西新宿3-7）,,,東京都新宿区西新宿3-7,,35.685906,139.689623,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,153,東京都,,公衆電話（新宿区西新宿3-9-2）,,,東京都新宿区西新宿3-9-2,,35.684978,139.689951,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,154,東京都,,公衆電話（新宿区西新宿6-11-1）,,,東京都新宿区西新宿6-11-1,,35.695054,139.690267,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,155,東京都,,公衆電話（新宿区西新宿7-2-4）,,,東京都新宿区西新宿7-2-4,,35.695042,139.6987098,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,156,東京都,,公衆電話（新宿区大久保1-12）,,,東京都新宿区大久保1-12,,35.698304,139.702919,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,157,東京都,,公衆電話（新宿区箪笥町3番地）,,,東京都新宿区箪笥町3番地,,35.700953,139.735754,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,158,東京都,,公衆電話（新宿区白銀町3）,,,東京都新宿区白銀町3,,35.703788,139.738082,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,159,東京都,,公衆電話（新宿区富久町16-10）,,,東京都新宿区富久町16-10,,35.691369,139.712851,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,160,東京都,,公衆電話（新宿区北新宿1-5-1）,,,東京都新宿区北新宿1-5-1,,35.699249,139.696575,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,161,東京都,,公衆電話（新宿区揚場町1-18）,,,東京都新宿区揚場町1-18,,35.702319,139.743978,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,162,東京都,,公衆電話（世田谷区桜丘3-9-23）,,,東京都世田谷区桜丘3-9-23,,35.642806,139.628656,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,163,東京都,,公衆電話（世田谷区世田谷1-22）,,,東京都世田谷区世田谷1-22,,35.642762,139.647375,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,164,東京都,,公衆電話（世田谷区世田谷1-25-12）,,,東京都世田谷区世田谷1-25-12,,35.642211,139.646027,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,165,東京都,,公衆電話（千代田区霞が関1-2-3）,,,東京都千代田区霞が関1-2-3,,35.672637,139.751856,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,166,東京都,,公衆電話（千代田区霞が関1-3-3）,,,東京都千代田区霞が関1-3-3,,35.671039,139.752149,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,167,東京都,,公衆電話（千代田区外神田1-7）,,,東京都千代田区外神田1-7,,35.699704,139.769846,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,168,東京都,,公衆電話（千代田区外神田4-7）,,,東京都千代田区外神田4-7,,35.702506,139.771811,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,169,東京都,,公衆電話（千代田区外神田5-1-14）,,,東京都千代田区外神田5-1-14,,35.703014,139.772354,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,170,東京都,,公衆電話（千代田区外神田6-15-10）,,,東京都千代田区外神田6-15-10,,35.704435,139.771801,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,171,東京都,,公衆電話（千代田区丸の内1-6）,,,東京都千代田区丸の内1-6,,35.683649,139.765431,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,172,東京都,,公衆電話（千代田区丸の内1-7-5）,,,東京都千代田区丸の内1-7-5,,35.682831,139.766848,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,173,東京都,,公衆電話（千代田区丸の内3-5）,,,東京都千代田区丸の内3-5,,35.67783,139.763609,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,174,東京都,,公衆電話（千代田区岩本町1-3-3）,,,東京都千代田区岩本町1-3-3,,35.691797,139.775276,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,175,東京都,,公衆電話（千代田区岩本町1-7-1）,,,東京都千代田区岩本町1-7-1,,35.691992,139.777574,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,176,東京都,,公衆電話（千代田区岩本町3-10-1）,,,東京都千代田区岩本町3-10-1,,35.695666,139.776527,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,177,東京都,,公衆電話（千代田区岩本町3-3-6）,,,東京都千代田区岩本町3-3-6,,35.695395,139.776509,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,178,東京都,,公衆電話（千代田区九段南1-5）,,,東京都千代田区九段南1-5,,35.694647,139.751819,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,179,東京都,,公衆電話（千代田区九段南2-9-21）,,,東京都千代田区九段南2-9-21,,35.6941322,139.7461859,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,180,東京都,,公衆電話（千代田区九段南4-7-15）,,,東京都千代田区九段南4-7-15,,35.691707,139.738566,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,181,東京都,,公衆電話（千代田区五番町1）,,,東京都千代田区五番町1,,35.691027,139.736155,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,182,東京都,,公衆電話（千代田区五番町2）,,,東京都千代田区五番町2,,35.6912908,139.7356374,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,183,東京都,,公衆電話（千代田区麹町3-4）,,,東京都千代田区麹町3-4,,35.68438,139.737571,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,184,東京都,,公衆電話（千代田区三崎町2-15-6）,,,東京都千代田区三崎町2-15-6,,35.700695,139.752864,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,185,東京都,,公衆電話（千代田区三崎町3-7-1）,,,東京都千代田区三崎町3-7-1,,35.701449,139.752229,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,186,東京都,,公衆電話（千代田区三崎町3-8）,,,東京都千代田区三崎町3-8,,35.702024,139.75192,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,187,東京都,,公衆電話（千代田区神田錦町1-2）,,,東京都千代田区神田錦町1-2,,35.692615,139.76481,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,188,東京都,,公衆電話（千代田区神田錦町1-27-3）,,,東京都千代田区神田錦町1-27-3,,35.69035,139.764111,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,189,東京都,,公衆電話（千代田区神田佐久間町2-20）,,,東京都千代田区神田佐久間町2-20,,35.698731,139.776154,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,190,東京都,,公衆電話（千代田区神田司町2-16）,,,東京都千代田区神田司町2-16,,35.692662,139.768912,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,191,東京都,,公衆電話（千代田区神田駿河台2-5）,,,東京都千代田区神田駿河台2-5,,35.700322,139.761582,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,192,東京都,,公衆電話（千代田区神田小川町1-1）,,,東京都千代田区神田小川町1-1,,35.695087,139.767072,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,193,東京都,,公衆電話（千代田区神田須田町2-7）,,,東京都千代田区神田須田町2-7,,35.695773,139.773441,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,194,東京都,,公衆電話（千代田区神田須田町2-8）,,,東京都千代田区神田須田町2-8,,35.695476,139.774265,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,195,東京都,,公衆電話（千代田区神田鍛冶町1-8）,,,東京都千代田区神田鍛冶町1-8,,35.69089,139.772234,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,196,東京都,,公衆電話（千代田区神田平河町2）,,,東京都千代田区神田平河町2,,35.698017,139.775713,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,197,東京都,,公衆電話（千代田区神田和泉町1-3）,,,東京都千代田区神田和泉町1-3,,35.699302,139.775728,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,198,東京都,,公衆電話（千代田区鍛冶町2-2-2）,,,東京都千代田区鍛冶町2-2-2,,35.691353,139.771721,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,199,東京都,,公衆電話（千代田区鍛冶町2-6-2）,,,東京都千代田区鍛冶町2-6-2,,35.691881,139.771774,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,200,東京都,,公衆電話（千代田区内神田1-2-1）,,,東京都千代田区内神田1-2-1,,35.689981,139.764965,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,201,東京都,,公衆電話（千代田区内神田1-6）,,,東京都千代田区内神田1-6,,35.689735,139.766556,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,202,東京都,,公衆電話（千代田区内神田1丁目1）,,,東京都千代田区内神田1丁目1,,35.689761,139.765093,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,203,東京都,,公衆電話（千代田区内神田2-1）,,,東京都千代田区内神田2-1,,35.689303,139.768104,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,204,東京都,,公衆電話（千代田区内神田2-3）,,,東京都千代田区内神田2-3,,35.68949,139.768649,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,205,東京都,,公衆電話（千代田区内神田3-3）,,,東京都千代田区内神田3-3,,35.689891,139.769475,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,206,東京都,,公衆電話（千代田区日比谷公園1-3）No.1,,,東京都千代田区日比谷公園1-3,,35.671342,139.755073,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,207,東京都,,公衆電話（千代田区日比谷公園1-3）No.2,,,東京都千代田区日比谷公園1-3,,35.675173,139.755058,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,208,東京都,,公衆電話（千代田区日比谷公園1-5）,,,東京都千代田区日比谷公園1-5,,35.673587,139.75411,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,209,東京都,,公衆電話（千代田区飯田橋3-5-1）,,,東京都千代田区飯田橋3-5-1,,35.701059,139.747261,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,210,東京都,,公衆電話（千代田区飯田橋4-10-1）,,,東京都千代田区飯田橋4-10-1,,35.702157,139.744265,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,211,東京都,,公衆電話（千代田区飯田橋4-8）,,,東京都千代田区飯田橋4-8,,35.701377,139.746308,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,212,東京都,,公衆電話（千代田区有楽町1-7）,,,東京都千代田区有楽町1-7,,35.674029,139.761086,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,213,東京都,,公衆電話（足立区千住旭町42-2）,,,東京都足立区千住旭町42-2,,35.749435,139.805586,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,214,東京都,,公衆電話（足立区千住中居町18-11）,,,東京都足立区千住中居町18-11,,35.750866,139.799609,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,215,東京都,,公衆電話（足立区千住中居町28-1）,,,東京都足立区千住中居町28-1,,35.750957,139.798979,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,216,東京都,,公衆電話（足立区千住東1-18-12）,,,東京都足立区千住東1-18-12,,35.744581,139.805088,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,217,東京都,,公衆電話（台東区下谷1-5-9）,,,東京都台東区下谷1-5-9,,35.718565,139.780746,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,218,東京都,,公衆電話（台東区下谷2-11-12）,,,東京都台東区下谷2-11-12,,35.721688,139.783277,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,219,東京都,,公衆電話（台東区下谷2丁目1-10）,,,東京都台東区下谷2丁目1-10,,35.720176,139.783975,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,220,東京都,,公衆電話（台東区花川戸1-14-15）,,,東京都台東区花川戸1-14-15,,35.714011,139.799313,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,221,東京都,,公衆電話（台東区駒形1-1-12）,,,東京都台東区駒形1-1-12,,35.705495,139.793474,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,222,東京都,,公衆電話（台東区駒形1-12-13）,,,東京都台東区駒形1-12-13,,35.708764,139.795602,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,223,東京都,,公衆電話（台東区駒形1-4-13）,,,東京都台東区駒形1-4-13,,35.707273,139.794973,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,224,東京都,,公衆電話（台東区駒形2-7-8）,,,東京都台東区駒形2-7-8,,35.708642,139.796386,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,225,東京都,,公衆電話（台東区元浅草2-10-14）,,,東京都台東区元浅草2-10-14,,35.710866,139.78472,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,226,東京都,,公衆電話（台東区元浅草2-11-5）,,,東京都台東区元浅草2-11-5,,35.711131,139.783234,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,227,東京都,,公衆電話（台東区今戸1-11-13）No.1,,,東京都台東区今戸1-11-13,,35.720749,139.802002,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,228,東京都,,公衆電話（台東区今戸1-11-13）No.2,,,東京都台東区今戸1-11-13,,35.720749,139.802002,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,229,東京都,,公衆電話（台東区今戸1-5-22）,,,東京都台東区今戸1-5-22,,35.719065,139.804031,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,230,東京都,,公衆電話（台東区根岸2-18-12）,,,東京都台東区根岸2-18-12,,35.725162,139.777085,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,231,東京都,,公衆電話（台東区根岸3-4-15）,,,東京都台東区根岸3-4-15,,35.721452,139.780696,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,232,東京都,,公衆電話（台東区三の輪1-28-8）,,,東京都台東区三の輪1-28-8,,35.729298,139.791264,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,233,東京都,,公衆電話（台東区寿2-7-11）,,,東京都台東区寿2-7-11,,35.710117,139.788515,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,234,東京都,,公衆電話（台東区寿4-13-11）,,,東京都台東区寿4-13-11,,35.709021,139.793979,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,235,東京都,,公衆電話（台東区寿4-16-5）,,,東京都台東区寿4-16-5,,35.709392,139.791498,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,236,東京都,,公衆電話（台東区小島2-18-19）,,,東京都台東区小島2-18-19,,35.706534,139.784922,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,237,東京都,,公衆電話（台東区松ｹ谷1-3-3）,,,東京都台東区松ｹ谷1-3-3,,35.71078,139.786465,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,238,東京都,,公衆電話（台東区上野1-19-10）,,,東京都台東区上野1-19-10,,35.707036,139.772619,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,239,東京都,,公衆電話（台東区上野3-24-6）,,,東京都台東区上野3-24-6,,35.706886,139.772891,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,240,東京都,,公衆電話（台東区上野5-1-9）,,,東京都台東区上野5-1-9,,35.702837,139.77562,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,241,東京都,,公衆電話（台東区上野5-2-2）,,,東京都台東区上野5-2-2,,35.702814,139.774828,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,242,東京都,,公衆電話（台東区上野6-1-13）,,,東京都台東区上野6-1-13,,35.707911,139.7761238,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
