都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,住所,方書,緯度,経度,設置者,電話番号,内線番号,SSID,提供エリア,URL,備考,最終確認日
130001,60,東京都,,公衆電話（荒川区西日暮里2-19-6）,,,東京都荒川区西日暮里2-19-6,,35.728419,139.77142,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,61,東京都,,公衆電話（荒川区西日暮里5-6-9）,,,東京都荒川区西日暮里5-6-9,,35.733422,139.769427,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,62,東京都,,公衆電話（荒川区東日暮里5-41-7）,,,東京都荒川区東日暮里5-41-7,,35.727066,139.774356,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,63,東京都,,公衆電話（荒川区東日暮里5-46）,,,東京都荒川区東日暮里5-46,,35.727711,139.774034,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,64,東京都,,公衆電話（荒川区東日暮里5-51-13）,,,東京都荒川区東日暮里5-51-13,,35.728371,139.772368,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,65,東京都,,公衆電話（荒川区東日暮里6-59-10）,,,東京都荒川区東日暮里6-59-10,,35.729057,139.772736,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,66,東京都,,公衆電話（荒川区東日暮里6-60-6）,,,東京都荒川区東日暮里6-60-6,,35.728496,139.772562,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,67,東京都,,公衆電話（荒川区南千住1-32-16）,,,東京都荒川区南千住1-32-16,,35.732563,139.792094,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,68,東京都,,公衆電話（荒川区南千住2-1-12）,,,東京都荒川区南千住2-1-12,,35.730436,139.792576,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,69,東京都,,公衆電話（荒川区南千住7-2-14）,,,東京都荒川区南千住7-2-14,,35.733591,139.797846,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,70,東京都,,公衆電話（三鷹市大沢6-4）,,,東京都三鷹市大沢6-4,,35.679156,139.526195,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,71,東京都,,公衆電話（渋谷区円山町28-1）,,,東京都渋谷区円山町28-1,,35.655976,139.694945,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,72,東京都,,公衆電話（渋谷区猿楽町29）,,,東京都渋谷区猿楽町29,,35.648149,139.700509,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,73,東京都,,公衆電話（渋谷区猿楽町8-9）,,,東京都渋谷区猿楽町8-9,,35.651363,139.703936,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,74,東京都,,公衆電話（渋谷区恵比寿4-5-25）,,,東京都渋谷区恵比寿4-5-25,,35.645284,139.711979,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,75,東京都,,公衆電話（渋谷区恵比寿西1-2-1）,,,東京都渋谷区恵比寿西1-2-1,,35.64831,139.708674,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,76,東京都,,公衆電話（渋谷区恵比寿西1-9-7）,,,東京都渋谷区恵比寿西1-9-7,,35.646707,139.708185,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,77,東京都,,公衆電話（渋谷区恵比寿南1-1-1）,,,東京都渋谷区恵比寿南1-1-1,,35.646789,139.708608,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,78,東京都,,公衆電話（渋谷区恵比寿南3-1-27）,,,東京都渋谷区恵比寿南3-1-27,,35.646135,139.706598,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,79,東京都,,公衆電話（渋谷区広尾1-1）,,,東京都渋谷区広尾1-1,,35.651228,139.712833,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,80,東京都,,公衆電話（渋谷区広尾1-16-3）,,,東京都渋谷区広尾1-16-3,,35.648722,139.711126,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,81,東京都,,公衆電話（渋谷区広尾2-1-18）,,,東京都渋谷区広尾2-1-18,,35.652517,139.713482,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,82,東京都,,公衆電話（渋谷区広尾3-7）,,,東京都渋谷区広尾3-7,,35.655124,139.716154,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,83,東京都,,公衆電話（渋谷区渋谷2-17）,,,東京都渋谷区渋谷2-17,,35.65888,139.704655,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,84,東京都,,公衆電話（渋谷区渋谷3-12）,,,東京都渋谷区渋谷3-12,,35.656031,139.705854,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,85,東京都,,公衆電話（渋谷区渋谷3-13-7）,,,東京都渋谷区渋谷3-13-7,,35.655599,139.706373,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,86,東京都,,公衆電話（渋谷区渋谷3-15-16）,,,東京都渋谷区渋谷3-15-16,,35.65544,139.706218,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,87,東京都,,公衆電話（渋谷区渋谷3-16-3）,,,東京都渋谷区渋谷3-16-3,,35.656251,139.705177,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,88,東京都,,公衆電話（渋谷区松濤2-10-2）,,,東京都渋谷区松濤2-10-2,,35.659316,139.691709,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,89,東京都,,公衆電話（渋谷区神宮前2-3）,,,東京都渋谷区神宮前2-3,,35.667042,139.69749,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,90,東京都,,公衆電話（渋谷区神宮前1-4-3）,,,東京都渋谷区神宮前1-4-3,,35.671681,139.707739,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,91,東京都,,公衆電話（渋谷区神宮前6-18）,,,東京都渋谷区神宮前6-18,,35.664547,139.702587,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,92,東京都,,公衆電話（渋谷区神山町9）,,,東京都渋谷区神山町9,,35.664256,139.694932,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,93,東京都,,公衆電話（渋谷区神泉町21）,,,東京都渋谷区神泉町21,,35.655647,139.691936,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,94,東京都,,公衆電話（渋谷区千駄ヶ谷4-19-12）,,,東京都渋谷区千駄ヶ谷4-19-12,,35.681126,139.70783,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,95,東京都,,公衆電話（渋谷区千駄ヶ谷4-25）,,,東京都渋谷区千駄ヶ谷4-25,,35.680791,139.705232,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,96,東京都,,公衆電話（渋谷区代官山町17-15）,,,東京都渋谷区代官山町17-15,,35.649012,139.702188,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,97,東京都,,公衆電話（渋谷区代々木1-58-1）,,,東京都渋谷区代々木1-58-1,,35.684895,139.7011507,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,98,東京都,,公衆電話（渋谷区代々木1丁目11-1）,,,東京都渋谷区代々木1丁目11-1,,35.682084,139.698805,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,99,東京都,,公衆電話（渋谷区代々木2-11）,,,東京都渋谷区代々木2-11,,35.687171,139.696804,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,100,東京都,,公衆電話（渋谷区代々木2-12）,,,東京都渋谷区代々木2-12,,35.686885,139.696993,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,101,東京都,,公衆電話（渋谷区代々木2-9）,,,東京都渋谷区代々木2-9,,35.688163,139.6989083,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,102,東京都,,公衆電話（渋谷区代々木3-40）,,,東京都渋谷区代々木3-40,,35.680652,139.693492,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,103,東京都,,公衆電話（渋谷区代々木3丁目23）,,,東京都渋谷区代々木3丁目23,,35.685778,139.693396,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,104,東京都,,公衆電話（渋谷区代々木3丁目36-8）,,,東京都渋谷区代々木3丁目36-8,,35.681832,139.693616,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,105,東京都,,公衆電話（渋谷区代々木4丁目30-8）,,,東京都渋谷区代々木4丁目30-8,,35.683796,139.690559,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,106,東京都,,公衆電話（渋谷区代々木神園町2-1）,,,東京都渋谷区代々木神園町2-1,,35.66849,139.697327,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,107,東京都,,公衆電話（渋谷区東1-27-1）,,,東京都渋谷区東1-27-1,,35.654937,139.706733,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,108,東京都,,公衆電話（渋谷区東2-23-1）,,,東京都渋谷区東2-23-1,,35.653904,139.70792,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,109,東京都,,公衆電話（渋谷区東2-23-12）,,,東京都渋谷区東2-23-12,,35.652527,139.708812,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,110,東京都,,公衆電話（渋谷区東2-24-6）,,,東京都渋谷区東2-24-6,,35.651449,139.708914,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,111,東京都,,公衆電話（渋谷区東3-14）,,,東京都渋谷区東3-14,,35.650849,139.709486,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,112,東京都,,公衆電話（渋谷区東3-15-8）,,,東京都渋谷区東3-15-8,,35.65028,139.709714,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,113,東京都,,公衆電話（渋谷区東3-16-6）,,,東京都渋谷区東3-16-6,,35.649098,139.710946,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,114,東京都,,公衆電話（渋谷区道玄坂1-10）,,,東京都渋谷区道玄坂1-10,,35.656856,139.698762,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,115,東京都,,公衆電話（渋谷区南平台町1-10）,,,東京都渋谷区南平台町1-10,,35.655925,139.697085,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,116,東京都,,公衆電話（渋谷区南平台町13-4）,,,東京都渋谷区南平台町13-4,,35.654909,139.696523,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,117,東京都,,公衆電話（新宿区歌舞伎町1-1-19）,,,東京都新宿区歌舞伎町1-1-19,,35.693135,139.703914,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,118,東京都,,公衆電話（新宿区歌舞伎町2-20-21）,,,東京都新宿区歌舞伎町2-20-21,,35.696843,139.70469,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,119,東京都,,公衆電話（新宿区歌舞伎町2-2-21）,,,東京都新宿区歌舞伎町2-2-21,,35.695444,139.7068319,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
130001,120,東京都,,公衆電話（新宿区歌舞伎町2丁目31）,,,東京都新宿区歌舞伎町2丁目31,,35.698114,139.703372,東京都,,,FREE_Wi-Fi_and_TOKYO,,http://www.wifi-tokyo.jp/ja/,,2024/9/1
